Pytanie|label|Odpowiedź
Czy zwrot za szkła kontaktowe jest dostępny?|refundacja szkła kontaktowe|Tak. Jeżeli w wyniku badań przeprowadzonych, w ramach profilaktycznej opieki zdrowotnej lekarz okulista zaleci stosowanie, przy obsłudze monitora, zamiast okularów – soczewki kontaktowe korygujące wzrok, pracodawca refunduje koszt zakupu przedmiotowych soczewek.
Czy zwrot za szkła kontaktowe jest możliwy?|refundacja szkła kontaktowe|Tak. Jeżeli w wyniku badań przeprowadzonych, w ramach profilaktycznej opieki zdrowotnej lekarz okulista zaleci stosowanie, przy obsłudze monitora, zamiast okularów – soczewki kontaktowe korygujące wzrok, pracodawca refunduje koszt zakupu przedmiotowych soczewek.
Czy możliwy jest zwrot za szkła kontaktowe?|refundacja szkła kontaktowe|Tak. Jeżeli w wyniku badań przeprowadzonych, w ramach profilaktycznej opieki zdrowotnej lekarz okulista zaleci stosowanie, przy obsłudze monitora, zamiast okularów – soczewki kontaktowe korygujące wzrok, pracodawca refunduje koszt zakupu przedmiotowych soczewek.
Jakie są dostępne urlopy dla pracownika ?|Rodzaje urlopów|Pracownik może skorzystać z urlopu wypoczynkowego, okolicznościowego, na żądanie, bezpłatnego. Pracownik rodzic/opiekun może skorzystać z urlopu macierzyńskiego, rodzicielskiego, wychowawczego, a także z 2 dni opieki nad dzieckiem do lat 14.
Jakie urlopy przysługują pracownikowi?|Rodzaje urlopów|Pracownik może skorzystać z urlopu wypoczynkowego, okolicznościowego, na żądanie, bezpłatnego. Pracownik rodzic/opiekun może skorzystać z urlopu macierzyńskiego, rodzicielskiego, wychowawczego, a także z 2 dni opieki nad dzieckiem do lat 14.
Rodzaje urlopów z których mogę skozrystać|Rodzaje urlopów|Pracownik może skorzystać z urlopu wypoczynkowego, okolicznościowego, na żądanie, bezpłatnego. Pracownik rodzic/opiekun może skorzystać z urlopu macierzyńskiego, rodzicielskiego, wychowawczego, a także z 2 dni opieki nad dzieckiem do lat 14.
Jakie mogę wziąć urlopy|Rodzaje urlopów|Pracownik może skorzystać z urlopu wypoczynkowego, okolicznościowego, na żądanie, bezpłatnego. Pracownik rodzic/opiekun może skorzystać z urlopu macierzyńskiego, rodzicielskiego, wychowawczego, a także z 2 dni opieki nad dzieckiem do lat 14.
Czy mogę korzystać z urlop rodzicielskiego wspólnie z małżonkiem?|rodzicielski wspólnie|Z urlopu rodzicielskiego mogą jednocześnie korzystać oboje rodzice dziecka. W takim przypadku łączny wymiar urlopu rodzicielskiego nie może przekraczać wymiaru 32 tygodni w przypadku 1 dziecka lub 34 tygodni dla 2 i więcej dzieci. 
Czy możemy korzystać z rodzicielskiego razem z mężem?|rodzicielski wspólnie|Z urlopu rodzicielskiego mogą jednocześnie korzystać oboje rodzice dziecka. W takim przypadku łączny wymiar urlopu rodzicielskiego nie może przekraczać wymiaru 32 tygodni w przypadku 1 dziecka lub 34 tygodni dla 2 i więcej dzieci. 
Czy mogę korzystać z urlop rodzicielskiego wspólnie z żoną?|rodzicielski wspólnie|Z urlopu rodzicielskiego mogą jednocześnie korzystać oboje rodzice dziecka. W takim przypadku łączny wymiar urlopu rodzicielskiego nie może przekraczać wymiaru 32 tygodni w przypadku 1 dziecka lub 34 tygodni dla 2 i więcej dzieci. 
Czy mogę korzystać z urlop rodzicielskiego wspólnie z mężem?|rodzicielski wspólnie|Z urlopu rodzicielskiego mogą jednocześnie korzystać oboje rodzice dziecka. W takim przypadku łączny wymiar urlopu rodzicielskiego nie może przekraczać wymiaru 32 tygodni w przypadku 1 dziecka lub 34 tygodni dla 2 i więcej dzieci. 
Czy mogę korzystać z urlop rodzicielskiego jednocześnie z małżonką z małżonkiem?|rodzicielski wspólnie|Z urlopu rodzicielskiego mogą jednocześnie korzystać oboje rodzice dziecka. W takim przypadku łączny wymiar urlopu rodzicielskiego nie może przekraczać wymiaru 32 tygodni w przypadku 1 dziecka lub 34 tygodni dla 2 i więcej dzieci. 
Chcę rozwiązać umowę o pracę, do kogo mam się zgłosić?|rozwiązać umowę|Wypowiedzenie umowy o pracę należy przekazać bezpośredniemu przełożonemu.
Do kogo mam zaadresować rozwiązanie umowy o pracę?|rozwiązać umowę|Wypowiedzenie umowy o pracę należy przekazać bezpośredniemu przełożonemu.
Do kogo zgłosić rozwiązanie umowy|rozwiązać umowę|Wypowiedzenie umowy o pracę należy przekazać bezpośredniemu przełożonemu.
Rozwiązanie umowy z kim rozmawiać?|rozwiązać umowę|Wypowiedzenie umowy o pracę należy przekazać bezpośredniemu przełożonemu.
Wypowiedzenie umowy u kogo załatwić?|rozwiązać umowę|Wypowiedzenie umowy o pracę należy przekazać bezpośredniemu przełożonemu.
Wypowiedzenie umowy z kim rozmawiać?|rozwiązać umowę|Wypowiedzenie umowy o pracę należy przekazać bezpośredniemu przełożonemu.
Komu przekazać wypowiedzenie umowy?|rozwiązać umowę|Wypowiedzenie umowy o pracę należy przekazać bezpośredniemu przełożonemu.
Moje dziecko zmarło. Czy należy mi się urlop macierzyński?|śmierć dziecka macierzyński|W razie urodzenia martwego dziecka lub zgonu dziecka przed upływem 8 tygodni życia, pracownicy przysługuje urlop macierzyński w wymiarze 8 tygodni po porodzie, nie krócej niż przez okres 7 dni od dnia zgonu dziecka. W przypadku zgonu dziecka po upływie 8 tygodni życia, pracownica zachowuje prawo do urlopu macierzyńskiego przez okres 7 dni od dnia zgonu dziecka.
Pochowałam dziecko. Co z macierzyńskim?|śmierć dziecka macierzyński|W razie urodzenia martwego dziecka lub zgonu dziecka przed upływem 8 tygodni życia, pracownicy przysługuje urlop macierzyński w wymiarze 8 tygodni po porodzie, nie krócej niż przez okres 7 dni od dnia zgonu dziecka. W przypadku zgonu dziecka po upływie 8 tygodni życia, pracownica zachowuje prawo do urlopu macierzyńskiego przez okres 7 dni od dnia zgonu dziecka.
Poroniłam. Czy należy mi się urlop macierzyński?|śmierć dziecka macierzyński|W razie urodzenia martwego dziecka lub zgonu dziecka przed upływem 8 tygodni życia, pracownicy przysługuje urlop macierzyński w wymiarze 8 tygodni po porodzie, nie krócej niż przez okres 7 dni od dnia zgonu dziecka. W przypadku zgonu dziecka po upływie 8 tygodni życia, pracownica zachowuje prawo do urlopu macierzyńskiego przez okres 7 dni od dnia zgonu dziecka.
Poroniłam. Ile macierzyńskiego mogę wykorzystac?|śmierć dziecka macierzyński|W razie urodzenia martwego dziecka lub zgonu dziecka przed upływem 8 tygodni życia, pracownicy przysługuje urlop macierzyński w wymiarze 8 tygodni po porodzie, nie krócej niż przez okres 7 dni od dnia zgonu dziecka. W przypadku zgonu dziecka po upływie 8 tygodni życia, pracownica zachowuje prawo do urlopu macierzyńskiego przez okres 7 dni od dnia zgonu dziecka.
urodziłam martwe dziecko. Czy należy mi się urlop macierzyński?|śmierć dziecka macierzyński|W razie urodzenia martwego dziecka lub zgonu dziecka przed upływem 8 tygodni życia, pracownicy przysługuje urlop macierzyński w wymiarze 8 tygodni po porodzie, nie krócej niż przez okres 7 dni od dnia zgonu dziecka. W przypadku zgonu dziecka po upływie 8 tygodni życia, pracownica zachowuje prawo do urlopu macierzyńskiego przez okres 7 dni od dnia zgonu dziecka.
Zmarło mi dziecko w szpitalu. Czy należy mi się urlop macierzyński?|śmierć dziecka macierzyński|W razie urodzenia martwego dziecka lub zgonu dziecka przed upływem 8 tygodni życia, pracownicy przysługuje urlop macierzyński w wymiarze 8 tygodni po porodzie, nie krócej niż przez okres 7 dni od dnia zgonu dziecka. W przypadku zgonu dziecka po upływie 8 tygodni życia, pracownica zachowuje prawo do urlopu macierzyńskiego przez okres 7 dni od dnia zgonu dziecka.
Kocham Cię|uczucia|Czy Twój przełożony wie, że flirtujesz z programami komputerowymi? 
lubie Cię|uczucia|Czy Twój przełożony wie, że flirtujesz z programami komputerowymi? 
podobasz mi się|uczucia|Czy Twój przełożony wie, że flirtujesz z programami komputerowymi? 
I love you|uczucia|Czy Twój przełożony wie, że flirtujesz z programami komputerowymi? 
jesteś sexi botem|uczucia|Czy Twój przełożony wie, że flirtujesz z programami komputerowymi? 
dobrze się z Tobą rozmawia|uczucia|Czy Twój przełożony wie, że flirtujesz z programami komputerowymi? 
Jesteś bardzo inteligentny|uczucia|Czy Twój przełożony wie, że flirtujesz z programami komputerowymi? 
Jakie mam uprawnienia będąc rodzicem dziecka?|uprawnienia rodzic dziecka|Rodzice dziecka do lat 4 mają możliwość złożenia oświadczenia o korzystaniu/ niekorzystaniu z uprawnień takich jak praca w nadgodzinach, w nocy oraz wyjazdy w delegację. Odpowiednie oświadczenie należy złożyć w samoobsłudze pracowniczej
Do czego mnie uprawnia bycie rodzicem?|uprawnienia rodzic dziecka|Rodzice dziecka do lat 4 mają możliwość złożenia oświadczenia o korzystaniu/ niekorzystaniu z uprawnień takich jak praca w nadgodzinach, w nocy oraz wyjazdy w delegację. Odpowiednie oświadczenie należy złożyć w samoobsłudze pracowniczej
Jakie mam prawa gdy jestem rodzicem?|uprawnienia rodzic dziecka|Rodzice dziecka do lat 4 mają możliwość złożenia oświadczenia o korzystaniu/ niekorzystaniu z uprawnień takich jak praca w nadgodzinach, w nocy oraz wyjazdy w delegację. Odpowiednie oświadczenie należy złożyć w samoobsłudze pracowniczej
Moje prawa jako rodzica|uprawnienia rodzic dziecka|Rodzice dziecka do lat 4 mają możliwość złożenia oświadczenia o korzystaniu/ niekorzystaniu z uprawnień takich jak praca w nadgodzinach, w nocy oraz wyjazdy w delegację. Odpowiednie oświadczenie należy złożyć w samoobsłudze pracowniczej
Jestem rodzicem jakie mam uprawnienia?|uprawnienia rodzic dziecka|Rodzice dziecka do lat 4 mają możliwość złożenia oświadczenia o korzystaniu/ niekorzystaniu z uprawnień takich jak praca w nadgodzinach, w nocy oraz wyjazdy w delegację. Odpowiednie oświadczenie należy złożyć w samoobsłudze pracowniczej
Uprawnienia rodzica dziecka |uprawnienia rodzic dziecka|Rodzice dziecka do lat 4 mają możliwość złożenia oświadczenia o korzystaniu/ niekorzystaniu z uprawnień takich jak praca w nadgodzinach, w nocy oraz wyjazdy w delegację. Odpowiednie oświadczenie należy złożyć w samoobsłudze pracowniczej
Jakie mam uprawnienia w związku z urodzeniem mi się dziecka?|uprawnienia urodziny dziecka|W przypadku mamy dziecka jest to urlop macierzyński i rodzicielski, który obecnie wynosi odpowiednio 20 i 32 tygodnie na urodzenie jednego dziecka. Tata dziecka natomiast może skorzystać z 2 dni urlopu okolicznościowego oraz urlopu ojcowskiego, którego wymiar to 14 dni kalendarzowe.
Do czego mam prawo, jeżeli urodziłam dziecko?|uprawnienia urodziny dziecka|W przypadku mamy dziecka jest to urlop macierzyński i rodzicielski, który obecnie wynosi odpowiednio 20 i 32 tygodnie na urodzenie jednego dziecka. Tata dziecka natomiast może skorzystać z 2 dni urlopu okolicznościowego oraz urlopu ojcowskiego, którego wymiar to 14 dni kalendarzowe.
Jakie mam uprawnienia po porodzie?|uprawnienia urodziny dziecka|W przypadku mamy dziecka jest to urlop macierzyński i rodzicielski, który obecnie wynosi odpowiednio 20 i 32 tygodnie na urodzenie jednego dziecka. Tata dziecka natomiast może skorzystać z 2 dni urlopu okolicznościowego oraz urlopu ojcowskiego, którego wymiar to 14 dni kalendarzowe.
Jakie mam uprawnienia, jeżeli urodziłam dziecko?|uprawnienia urodziny dziecka|W przypadku mamy dziecka jest to urlop macierzyński i rodzicielski, który obecnie wynosi odpowiednio 20 i 32 tygodnie na urodzenie jednego dziecka. Tata dziecka natomiast może skorzystać z 2 dni urlopu okolicznościowego oraz urlopu ojcowskiego, którego wymiar to 14 dni kalendarzowe.
Co mi się należy, jeżeli urodziłam dziecko?|uprawnienia urodziny dziecka|W przypadku mamy dziecka jest to urlop macierzyński i rodzicielski, który obecnie wynosi odpowiednio 20 i 32 tygodnie na urodzenie jednego dziecka. Tata dziecka natomiast może skorzystać z 2 dni urlopu okolicznościowego oraz urlopu ojcowskiego, którego wymiar to 14 dni kalendarzowe.
Urodziłam dziecko, jakie mam uprawnienia?|uprawnienia urodziny dziecka|W przypadku mamy dziecka jest to urlop macierzyński i rodzicielski, który obecnie wynosi odpowiednio 20 i 32 tygodnie na urodzenie jednego dziecka. Tata dziecka natomiast może skorzystać z 2 dni urlopu okolicznościowego oraz urlopu ojcowskiego, którego wymiar to 14 dni kalendarzowe.
Urodziłam dziecko. Co dalej?|uprawnienia urodziny dziecka|W przypadku mamy dziecka jest to urlop macierzyński i rodzicielski, który obecnie wynosi odpowiednio 20 i 32 tygodnie na urodzenie jednego dziecka. Tata dziecka natomiast może skorzystać z 2 dni urlopu okolicznościowego oraz urlopu ojcowskiego, którego wymiar to 14 dni kalendarzowe.
Jakie ma uprawnienia kobieta w ciąży?|uprawnienia w ciąży|Od momentu przestawienia przez pracownicę zaświadczenia lekarskiego stwierdzającego stan ciąży, może ona korzystać z uprawnień takich jak: zakaz zlecania godzin nadliczbowych i pracy w porze nocnej. Dodatkowo nie można wypowiedzieć ani rozwiązać umowy o pracę w okresie ciąży pracownicy, z wykluczeniem zwolnienia dyscyplinarnego . Z kolei umowa o pracę zawarta na czas określony lub na okres próbny przekraczający jeden miesiąc, która uległaby rozwiązaniu po upływie trzeciego miesiąca ciąży, ulega przedłużeniu do dnia porodu.
Jestem w ciąży, czy mam z tego tytułu jakieś przywileje?|uprawnienia w ciąży|Od momentu przestawienia przez pracownicę zaświadczenia lekarskiego stwierdzającego stan ciąży, może ona korzystać z uprawnień takich jak: zakaz zlecania godzin nadliczbowych i pracy w porze nocnej. Dodatkowo nie można wypowiedzieć ani rozwiązać umowy o pracę w okresie ciąży pracownicy, z wykluczeniem zwolnienia dyscyplinarnego . Z kolei umowa o pracę zawarta na czas określony lub na okres próbny przekraczający jeden miesiąc, która uległaby rozwiązaniu po upływie trzeciego miesiąca ciąży, ulega przedłużeniu do dnia porodu.
Uprawnienia w ciąży|uprawnienia w ciąży|Od momentu przestawienia przez pracownicę zaświadczenia lekarskiego stwierdzającego stan ciąży, może ona korzystać z uprawnień takich jak: zakaz zlecania godzin nadliczbowych i pracy w porze nocnej. Dodatkowo nie można wypowiedzieć ani rozwiązać umowy o pracę w okresie ciąży pracownicy, z wykluczeniem zwolnienia dyscyplinarnego . Z kolei umowa o pracę zawarta na czas określony lub na okres próbny przekraczający jeden miesiąc, która uległaby rozwiązaniu po upływie trzeciego miesiąca ciąży, ulega przedłużeniu do dnia porodu.
Prawa kobiety w ciąży |uprawnienia w ciąży|Od momentu przestawienia przez pracownicę zaświadczenia lekarskiego stwierdzającego stan ciąży, może ona korzystać z uprawnień takich jak: zakaz zlecania godzin nadliczbowych i pracy w porze nocnej. Dodatkowo nie można wypowiedzieć ani rozwiązać umowy o pracę w okresie ciąży pracownicy, z wykluczeniem zwolnienia dyscyplinarnego . Z kolei umowa o pracę zawarta na czas określony lub na okres próbny przekraczający jeden miesiąc, która uległaby rozwiązaniu po upływie trzeciego miesiąca ciąży, ulega przedłużeniu do dnia porodu.
Jakie prawa mi przysługują jeżeli jestem w ciąży?|uprawnienia w ciąży|Od momentu przestawienia przez pracownicę zaświadczenia lekarskiego stwierdzającego stan ciąży, może ona korzystać z uprawnień takich jak: zakaz zlecania godzin nadliczbowych i pracy w porze nocnej. Dodatkowo nie można wypowiedzieć ani rozwiązać umowy o pracę w okresie ciąży pracownicy, z wykluczeniem zwolnienia dyscyplinarnego . Z kolei umowa o pracę zawarta na czas określony lub na okres próbny przekraczający jeden miesiąc, która uległaby rozwiązaniu po upływie trzeciego miesiąca ciąży, ulega przedłużeniu do dnia porodu.
Do czego mam prawo, jeżeli jestem w ciąży? |uprawnienia w ciąży|Od momentu przestawienia przez pracownicę zaświadczenia lekarskiego stwierdzającego stan ciąży, może ona korzystać z uprawnień takich jak: zakaz zlecania godzin nadliczbowych i pracy w porze nocnej. Dodatkowo nie można wypowiedzieć ani rozwiązać umowy o pracę w okresie ciąży pracownicy, z wykluczeniem zwolnienia dyscyplinarnego . Z kolei umowa o pracę zawarta na czas określony lub na okres próbny przekraczający jeden miesiąc, która uległaby rozwiązaniu po upływie trzeciego miesiąca ciąży, ulega przedłużeniu do dnia porodu.
